title,title_lower,salary,company,company_lower,rating,job_location,job_location_clean
"Senior Software Engineer, Fulfillment & Ops","senior software engineer, fulfillment & ops",NaN,Babylist,babylist,3,"Remote in Emeryville, CA
+1 location",remote
Software Developer,software developer,NaN,SocialMadeSimple,socialmadesimple,NaN,Remote,remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Development Engineer,software development engineer,NaN,MYGRANT GLASS COMPANY INC,mygrant glass company inc,NaN,"Seattle, WA 98108 
(Industrial District area)","Seattle, WA"
Backend Software Engineer II,backend software engineer ii,NaN,Tailos,tailos,NaN,"Remote in Austin, TX",remote
Software Engineer / Junior Software Engineer full time,software engineer / junior software engineer full time,Estimated $75.3K - $95.3K a year,Arrietty Solutions,arrietty solutions,NaN,"Fremont, CA","Fremont, CA"
Software Engineer,software engineer,NaN,Braintrust,braintrust,4.5,"Remote in San Francisco, CA 94133
+10 locations",remote
Junior Software Developer,junior software developer,NaN,Delaware Nation Industries,delaware nation industries,4.3,"Remote in Scott AFB, IL
+1 location",remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
100% remote .NET contractor,100% remote .net contractor,Estimated $96.8K - $123K a year,Kreative Solutions Group,kreative solutions group,NaN,Remote in Missouri,remote
Trainee Software Engineer,trainee software engineer,Estimated $98K - $124K a year,HGS Digital LLC,hgs digital llc,NaN,"Chicago, IL 60661 
(Near West Side area)","Chicago, IL"
Software Developer,software developer,NaN,Tentamus,tentamus,4.2,"Hybrid remote in Grand Prairie, TX 75050","Hybrid remote in Grand Prairie, TX 75050"
Entry Level Front-End Web Developer,entry level front-end web developer,Estimated $43.8K - $55.4K a year,Media Genesis,media genesis,2.3,"Troy, MI 48083","Troy, MI"
Software Engineer (PHP),software engineer (php),Estimated $81.6K - $103K a year,Focus School Software,focus school software,3,"Remote in Saint Petersburg, FL 33701",remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer,software engineer,Estimated $67K - $84.8K a year,Knack Works,knack works,NaN,"Chantilly, VA 20151","Chantilly, VA"
Junior Software Engineer,junior software engineer,Estimated $75.1K - $95.1K a year,540,540,NaN,"Arlington, VA","Arlington, VA"
2023 Technology Full Time Training Program - Mobile Engineer,2023 technology full time training program - mobile engineer,Estimated $78.7K - $99.6K a year,American Eagle Outfitters,american eagle outfitters,3.7,"Pittsburgh, PA","Pittsburgh, PA"
Cloud Engineer | REMOTE,cloud engineer | remote,Estimated $102K - $129K a year,Dignari,dignari,4.5,Remote,remote
Jr Software Engineer ,jr software engineer ,Estimated $93.8K - $119K a year,SHzoom,shzoom,NaN,"Pittsburgh, PA","Pittsburgh, PA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
"Engineer II, Backend","engineer ii, backend",NaN,GoodMaps,goodmaps,NaN,Remote,remote
Software Engineer,software engineer,Estimated $114K - $144K a year,"Juniper Solutions, Inc.","juniper solutions, inc.",NaN,"Hybrid remote in New York, NY","Hybrid remote in New York, NY"
Front-End Engineer (React Native),front-end engineer (react native),NaN,Bambino Sitters,bambino sitters,4.8,Remote,remote
Software Engineer,software engineer,Estimated $89.4K - $113K a year,Prodways Group,prodways group,NaN,"Merrimack, NH","Merrimack, NH"
Junior Associate Software Engineer (Part-time),junior associate software engineer (part-time),NaN,HarperRand,harperrand,3.9,"Fairfield, CA 94534","Fairfield, CA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Temporary IS Junior Software Developer,temporary is junior software developer,NaN,American Arbitration Association,american arbitration association,3.7,"New York, NY 10271 
(Financial District area)","New York, NY"
Software Engineer,software engineer,Estimated $111K - $140K a year,Demiurge Studios,demiurge studios,3.5,Remote,remote
Software Engineer,software engineer,NaN,Nelnet,nelnet,3.5,"Omaha, NE 68144
+2 locations","Omaha, NE"
Associate Software Engineer,associate software engineer,NaN,"American Rheinmetall Vehicles, LLC","american rheinmetall vehicles, llc",3,"Sterling Heights, MI 48312
+1 location","Sterling Heights, MI"
Junior Web Developer,junior web developer,Estimated $57.3K - $72.5K a year,Crunchapps,crunchapps,NaN,"New York, NY 10014 
(West Village area)","New York, NY"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Development Engineer,software development engineer,Estimated $86.2K - $109K a year,Smith & Nephew,smith & nephew,3.7,"Pittsburgh, PA 15222 
(Strip District area)","Pittsburgh, PA"
Cloud Software Engineer,cloud software engineer,NaN,The Aerospace Corporation,the aerospace corporation,3.9,"Hybrid remote in El Segundo, CA","Hybrid remote in El Segundo, CA"
Software Engineer/Software Specialist,software engineer/software specialist,NaN,State of Georgia,state of georgia,3.2,"Atlanta, GA 30308 
(Midtown area)","Atlanta, GA"
Full Stack Software Engineer,full stack software engineer,NaN,Midi,midi,NaN,"Remote in San Francisco, CA",remote
"QC "" Software"" Engineer","qc "" software"" engineer",NaN,Celink,celink,1.9,Remote,remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer,software engineer,NaN,REVOLVE,revolve,3.6,"Cerritos, CA 90703","Cerritos, CA"
Software Engineer (US),software engineer (us),NaN,Tumult Labs,tumult labs,NaN,Remote,remote
Software Engineer,software engineer,Estimated $99.3K - $126K a year,BCCUSA-MA,bccusa-ma,NaN,"Norwood, MA 02062","Norwood, MA"
Software Developer (Sports Media),software developer (sports media),NaN,Sportradar,sportradar,4.3,"Remote in New York, NY",remote
Junior Software Developer,junior software developer,Estimated $66.8K - $84.6K a year,DBDriven.net,dbdriven.net,NaN,"Fredericksburg, VA 22406","Fredericksburg, VA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
"Software Engineer - Web Developer (Full Stack)
new","software engineer - web developer (full stack)
new",NaN,Applied Medical,applied medical,3.1,"Rancho Santa Margarita, CA 92688","Rancho Santa Margarita, CA"
Software Quality Engineer (Associates or Experience),software quality engineer (associates or experience),NaN,BOEING,boeing,3.9,"Huntsville, AL
+4 locations","Huntsville, AL"
Assoc Software QA Engineer,assoc software qa engineer,NaN,ServiceNow,servicenow,3.7,"Remote in San Diego, CA 92121
+4 locations",remote
Software Engineer,software engineer,Estimated $92.6K - $117K a year,Federal Reserve Bank of Dallas,federal reserve bank of dallas,3.8,"Hybrid remote in Dallas, TX 75201
+3 locations","Hybrid remote in Dallas, TX 75201
+3 locations"
Software Engineer,software engineer,Estimated $107K - $136K a year,Altair Engineering,altair engineering,4.2,"Remote in Troy, MI",remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Java Engineer - Associate,java engineer - associate,Estimated $105K - $133K a year,Deutsche Bank,deutsche bank,3.8,"New York, NY
+2 locations","New York, NY"
Java Software Engineer III,java software engineer iii,NaN,"JPMorgan Chase Bank, N.A.","jpmorgan chase bank, n.a.",3.8,"Wilmington, DE
+31 locations","Wilmington, DE"
Back-end Software Engineer,back-end software engineer,Estimated $91.3K - $116K a year,Ford Motor Company,ford motor company,4.1,"Dearborn, MI 48126
+1 location","Dearborn, MI"
Build Software Engineer,build software engineer,NaN,Excelon Solutions,excelon solutions,NaN,"Foster City, CA 94404 
(Famous Ships area)
+4 locations","Foster City, CA"
Software Engineer,software engineer,Estimated $78.1K - $98.9K a year,Corporate Office,corporate office,3,"Leawood, KS 66206","Leawood, KS"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Junior Computer Programmer,junior computer programmer,NaN,ACE FABRICATORS,ace fabricators,3.2,"Houston, TX","Houston, TX"
Software Developer,software developer,NaN,Dutech,dutech,NaN,"Austin, TX
+1 location","Austin, TX"
Entry Level Software Test Engineer,entry level software test engineer,NaN,"Radiological Imaging Technology, Inc.","radiological imaging technology, inc.",NaN,"Colorado Springs, CO 80919 
(Northwest Colorado Springs area)","Colorado Springs, CO"
"Software Engineer, Full Stack","software engineer, full stack",Estimated $122K - $155K a year,Airwallex,airwallex,NaN,"San Francisco, CA","San Francisco, CA"
Software Engineer,software engineer,Estimated $99.6K - $126K a year,iSquare Technologies,isquare technologies,NaN,"Richmond, TX 77407","Richmond, TX"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software QA Engineer,software qa engineer,NaN,ServiceNow,servicenow,3.7,"Remote in San Diego, CA 92121
+4 locations",remote
Software Developer,software developer,Estimated $75.8K - $95.9K a year,Quality Manufacturing Systems (QMSI),quality manufacturing systems (qmsi),NaN,"La Vergne, TN 37086","La Vergne, TN"
Associate Software Engineer,associate software engineer,NaN,Incedo Inc,incedo inc,3.6,"Irving, TX 75038 
(Cottonwood area)","Irving, TX"
Software Engineer-- Fully Remote,software engineer-- fully remote,NaN,Locks Global Staffing LLC,locks global staffing llc,NaN,"Remote in New York, NY
+16 locations",remote
Scientific Software Engineer,scientific software engineer,NaN,Sigray Inc.,sigray inc.,NaN,"Concord, CA 94520
+1 location","Concord, CA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Entry Level Software Engineer,entry level software engineer,NaN,"Black River Systems Co., Inc.","black river systems co., inc.",NaN,"Syracuse, NY
+1 location","Syracuse, NY"
Software Engineer,software engineer,NaN,USC,usc,4.1,"Los Angeles, CA
+1 location","Los Angeles, CA"
Java Engineer (REMOTE),java engineer (remote),NaN,GEICO,geico,3.3,"Remote in Chevy Chase, MD 20815",remote
Software Engineer,software engineer,NaN,"Lexmark International, Inc.","lexmark international, inc.",4,"Boulder, CO 80301","Boulder, CO"
Associate Software Engineer,associate software engineer,NaN,Harvard University,harvard university,4.3,"Hybrid remote in Cambridge, MA
+2 locations","Hybrid remote in Cambridge, MA
+2 locations"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer,software engineer,Estimated $107K - $136K a year,Altair Engineering,altair engineering,4.2,"Remote in Troy, MI",remote
New Engineering or Computer Science Graduate - NASA Orion Spacecraft Unit Test Software Engineer,new engineering or computer science graduate - nasa orion spacecraft unit test software engineer,NaN,CACI,caci,3.8,"Houston, TX 77058 
(Pasadena area)","Houston, TX"
Software Engineer| Associate,software engineer| associate,NaN,AstrumU,astrumu,NaN,"Bellevue, WA 98004 
(Downtown area)
+1 location","Bellevue, WA"
Software Developers,software developers,Estimated $87.6K - $111K a year,"TTS Solutions, Inc.","tts solutions, inc.",NaN,"Austin, TX 78750
+1 location","Austin, TX"
"Software Engineer, Security","software engineer, security",NaN,Apple,apple,4.1,"Cupertino, CA
+7 locations","Cupertino, CA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
"Software Engineer III, Google Ads","software engineer iii, google ads",NaN,Google,google,4.3,"Mountain View, CA
+126 locations","Mountain View, CA"
Software Engineer,software engineer,Estimated $118K - $149K a year,Product Genius,product genius,3.4,"Remote in Boston, MA",remote
Software Engineer,software engineer,Estimated $84.5K - $107K a year,Skilltune Technologies,skilltune technologies,NaN,"North Brunswick, NJ 08902
+1 location","North Brunswick, NJ"
"Software Engineer, Machine Learning - Generative AI","software engineer, machine learning - generative ai",NaN,Meta,meta,4.1,"+52 locations
Remote",remote
Software Engineer,software engineer,Estimated $78.4K - $99.3K a year,Morlogic,morlogic,NaN,"Ann Arbor, MI 48104
+1 location","Ann Arbor, MI"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
"Software Engineer II, Performance Engineering","software engineer ii, performance engineering",NaN,"The Travelers Companies, Inc.","the travelers companies, inc.",3.7,"Hartford, CT
+12 locations","Hartford, CT"
Junior Software Games Tools Engineer,junior software games tools engineer,Estimated $68.1K - $86.2K a year,Konami Gaming Inc,konami gaming inc,3,"Las Vegas, NV 89119 
(Paradise area)","Las Vegas, NV"
Junior Software Engineer - Robotics (Virtual Opportunity),junior software engineer - robotics (virtual opportunity),NaN,Sealaska,sealaska,3.5,"+1 location
Remote",remote
Junior Level Software Engineer,junior level software engineer,Estimated $64.8K - $82.1K a year,KeyLogic Systems,keylogic systems,3.9,"Pittsburgh, PA","Pittsburgh, PA"
"Fullstack Engineer (React, Typescript, GraphQL) (100% Remote)","fullstack engineer (react, typescript, graphql) (100% remote)",NaN,Nira,nira,NaN,Remote,remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Junior Software Engineer,junior software engineer,Estimated $65.7K - $83.2K a year,ChampionX,championx,3.4,"The Woodlands, TX","The Woodlands, TX"
Front End Software Engineer,front end software engineer,Estimated $96.1K - $122K a year,Skyways,skyways,NaN,Remote,remote
"Associate, Software Engineer, Applications","associate, software engineer, applications",Estimated $108K - $137K a year,BlackRock,blackrock,3.8,"Hybrid remote in Atlanta, GA 30306
+1 location","Hybrid remote in Atlanta, GA 30306
+1 location"
Software Developer,software developer,NaN,"Fresh Start Capital, Inc","fresh start capital, inc",NaN,"Hybrid remote in New York, NY 10005","Hybrid remote in New York, NY 10005"
FRONT END SOFTWARE ENGINEER,front end software engineer,NaN,STAND 8,stand 8,NaN,"+1 location
Remote",remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
"Software Engineer - Web Developer (Full Stack)
new","software engineer - web developer (full stack)
new",NaN,Applied Medical,applied medical,3.1,"Rancho Santa Margarita, CA 92688","Rancho Santa Margarita, CA"
Entry Level Software Developer,entry level software developer,Estimated $55.1K - $69.8K a year,Enertia Software,enertia software,3.7,"Midland, TX","Midland, TX"
Fresh Graduate Software Developer,fresh graduate software developer,Estimated $83.4K - $106K a year,ILERRA,ilerra,NaN,"Rockville, MD","Rockville, MD"
Freelance Web Developer,freelance web developer,Estimated $74.3K - $94K a year,FirmDesign,firmdesign,NaN,"Douglasville, GA 30134","Douglasville, GA"
Software Engineer Associate,software engineer associate,Estimated $99.9K - $126K a year,"Digital Foundry, Inc.","digital foundry, inc.",NaN,"Tiburon, CA 94920","Tiburon, CA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Full Stack Software Engineer,full stack software engineer,NaN,"Pulse Forge, Inc.","pulse forge, inc.",NaN,"Austin, TX","Austin, TX"
Software Engineer,software engineer,NaN,DocuSign,docusign,3.7,"San Francisco, CA 94105 
(Financial District/South Beach area)
+14 locations","San Francisco, CA"
Software Engineer/ Java,software engineer/ java,NaN,"Systems Planning and Analysis, Inc.","systems planning and analysis, inc.",3.7,"San Diego, CA 92108 
(Mission Valley East area)
+2 locations","San Diego, CA"
Software Engineer,software engineer,Estimated $113K - $143K a year,United Imaging Healthcare,united imaging healthcare,NaN,"Cambridge, MA","Cambridge, MA"
Software Engineer - Data Integration Platform,software engineer - data integration platform,NaN,TikTok,tiktok,3.5,"San Jose, CA","San Jose, CA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer,software engineer,Estimated $97.8K - $124K a year,Ritron,ritron,3.3,"Carmel, IN 46032","Carmel, IN"
Software Engineer,software engineer,Estimated $93.3K - $118K a year,Oriontek,oriontek,NaN,"Cumming, GA 30041","Cumming, GA"
Junior Software Engineer,junior software engineer,NaN,TekHeroes Inc,tekheroes inc,NaN,Remote,remote
"Staff Engineer, Software Engineering (Remote)","staff engineer, software engineering (remote)",NaN,Guild,guild,3.1,"Remote in Denver, CO",remote
"Software Engineer, Gameplay","software engineer, gameplay",NaN,Rec Room,rec room,3,"Remote in Seattle, WA
+1 location",remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Quality Engineer (Associates or Experience),software quality engineer (associates or experience),NaN,BOEING,boeing,3.9,"Huntsville, AL
+4 locations","Huntsville, AL"
Assoc Software QA Engineer,assoc software qa engineer,NaN,ServiceNow,servicenow,3.7,"Remote in San Diego, CA 92121
+4 locations",remote
Software Engineer,software engineer,Estimated $107K - $136K a year,Altair Engineering,altair engineering,4.2,"Remote in Troy, MI",remote
Software Developer,software developer,NaN,Dutech,dutech,NaN,"Austin, TX
+1 location","Austin, TX"
"Software Engineer, Full Stack","software engineer, full stack",Estimated $122K - $155K a year,Airwallex,airwallex,NaN,"San Francisco, CA","San Francisco, CA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer II .NET,software engineer ii .net,Estimated $78.6K - $99.5K a year,Alkami Technology,alkami technology,2.7,"Remote in Plano, TX 75024
+1 location",remote
